Kota;Kecamatan;Kelurahan;NamaJalan;NilaiNJOP2025;LuasTanah;JarakPusatKota;RumahSakit;Sekolah;Mall;Polisi;Ibadah;Toll;HargaEstimasi
Jakarta Selatan;Jagakarsa;Cipedak;Jl. Cipedak Utama;34622000.0;175.0;8.7;2.6;1.7;4.0;1.3;1.1;5.4;7323530252.281845
Jakarta Selatan;Jagakarsa;Cipedak;Jl. Cipedak Raya;38629000.0;61.0;2.8;3.6;1.8;1.0;3.6;0.1;5.6;3051371454.630153
Jakarta Selatan;Jagakarsa;Cipedak;Jl. Cipedak I;10763000.0;170.0;6.0;2.1;1.3;1.4;1.3;1.2;5.2;2321151489.289812
Jakarta Selatan;Jagakarsa;Cipedak;Jl. Cipedak II;34367000.0;81.0;5.1;3.8;1.6;1.4;4.4;1.4;4.3;3476686883.260052
Jakarta Selatan;Jagakarsa;Cipedak;Jl. Cipedak III;22274000.0;178.0;9.1;3.5;0.1;3.9;3.8;0.4;4.6;5014005422.607947
Jakarta Selatan;Jagakarsa;Cipedak;Jl. Cipedak IV;27926000.0;240.0;5.9;1.4;0.4;1.0;2.4;0.3;2.7;9143818396.051525
Jakarta Selatan;Jagakarsa;Cipedak;Jl. Cipedak Barat;37469000.0;124.0;8.2;1.2;1.6;1.7;5.0;1.3;4.3;5839574679.746476
Jakarta Selatan;Jagakarsa;Cipedak;Jl. Cipedak Timur;22192000.0;69.0;7.1;1.1;1.9;3.4;1.5;0.8;5.4;1893072158.3252704
Jakarta Selatan;Jagakarsa;Cipedak;Jl. Cipedak Selatan;18313000.0;217.0;6.1;0.9;0.6;2.6;0.7;0.4;4.2;5205434886.621322
Jakarta Selatan;Jagakarsa;Cipedak;Jl. Cipedak Utara;32378000.0;235.0;4.8;2.4;1.0;3.1;3.2;0.2;1.8;9965588026.909544
Jakarta Barat;Cengkareng;Cengkareng Barat;Jl. Cengkareng Barat Utama;6381000.0;222.0;5.9;1.1;0.8;4.0;1.0;1.4;7.6;1757752756.283856
Jakarta Barat;Cengkareng;Cengkareng Barat;Jl. Cengkareng Barat Raya;12663000.0;215.0;6.0;2.0;0.8;0.6;2.9;1.5;1.6;3753738005.769231
Jakarta Barat;Cengkareng;Cengkareng Barat;Jl. Cengkareng Barat I;24238000.0;237.0;12.7;3.9;0.5;1.0;1.7;0.9;4.5;7435149023.017185
Jakarta Barat;Cengkareng;Cengkareng Barat;Jl. Cengkareng Barat II;23113000.0;144.0;6.7;2.8;1.1;3.7;3.2;1.1;6.6;4015897560.3951135
Jakarta Barat;Cengkareng;Cengkareng Barat;Jl. Cengkareng Barat III;23196000.0;92.0;6.1;3.9;1.0;3.3;2.9;0.9;3.1;2658193511.32683
Jakarta Barat;Cengkareng;Cengkareng Barat;Jl. Cengkareng Barat IV;23507000.0;81.0;5.9;2.1;1.2;3.2;0.7;0.5;2.7;2448833876.704834
Jakarta Barat;Cengkareng;Cengkareng Barat;Jl. Cengkareng Barat Barat;22943000.0;134.0;11.5;2.1;1.8;3.6;2.9;0.1;7.2;3735370389.4964623
Jakarta Barat;Cengkareng;Cengkareng Barat;Jl. Cengkareng Barat Timur;23910000.0;143.0;7.6;1.8;0.6;1.1;2.8;0.5;5.4;4444788663.298873
Jakarta Barat;Cengkareng;Cengkareng Barat;Jl. Cengkareng Barat Selatan;15875000.0;203.0;7.6;3.8;1.8;2.7;1.2;1.1;4.7;3941038163.350251
Jakarta Barat;Cengkareng;Cengkareng Barat;Jl. Cengkareng Barat Utara;23193000.0;75.0;8.5;3.3;0.4;1.8;4.8;0.5;1.6;2322575375.2969637
Jakarta Barat;Cengkareng;Cengkareng Timur;Jl. Cengkareng Timur Utama;18997000.0;100.0;9.4;2.3;1.1;3.3;3.6;1.3;2.9;2364373793.7927446
Jakarta Barat;Cengkareng;Cengkareng Timur;Jl. Cengkareng Timur Raya;6964000.0;157.0;9.1;1.6;1.5;2.9;4.4;0.1;3.4;1381585391.047471
Jakarta Barat;Cengkareng;Cengkareng Timur;Jl. Cengkareng Timur I;24613000.0;133.0;8.1;0.9;1.0;3.8;0.8;0.7;4.1;4166079585.1670294
Jakarta Barat;Cengkareng;Cengkareng Timur;Jl. Cengkareng Timur II;22514000.0;93.0;14.9;0.7;1.1;1.4;2.6;0.4;3.1;2762271793.669097
Jakarta Barat;Cengkareng;Cengkareng Timur;Jl. Cengkareng Timur III;24771000.0;174.0;9.2;0.8;1.6;3.8;2.0;1.1;3.8;5385664643.131868
Jakarta Barat;Cengkareng;Cengkareng Timur;Jl. Cengkareng Timur IV;7782000.0;167.0;14.6;3.4;1.9;3.0;1.1;1.4;2.0;1635801831.5324614
Jakarta Barat;Cengkareng;Cengkareng Timur;Jl. Cengkareng Timur Barat;11333000.0;234.0;5.5;2.9;1.6;1.6;2.0;0.6;4.3;3351307818.5891933
Jakarta Barat;Cengkareng;Cengkareng Timur;Jl. Cengkareng Timur Timur;8551000.0;125.0;6.6;0.8;0.4;1.6;2.7;1.0;4.6;1401448680.8049307
Jakarta Barat;Cengkareng;Cengkareng Timur;Jl. Cengkareng Timur Selatan;14717000.0;209.0;12.7;0.7;1.0;1.0;2.7;0.2;7.6;4019406114.794562
Jakarta Barat;Cengkareng;Cengkareng Timur;Jl. Cengkareng Timur Utara;22326000.0;197.0;8.0;2.5;1.7;3.5;1.4;0.7;7.3;5317197880.265037
Jakarta Barat;Cengkareng;Duri Kosambi;Jl. Duri Kosambi Utama;8400000.0;118.0;9.4;1.8;1.3;1.6;4.2;0.5;3.5;1265137256.1019
Jakarta Barat;Cengkareng;Duri Kosambi;Jl. Duri Kosambi Raya;17911000.0;229.0;14.8;1.2;0.5;1.1;2.3;0.5;5.9;5357039153.410808
Jakarta Barat;Cengkareng;Duri Kosambi;Jl. Duri Kosambi I;15414000.0;211.0;10.5;2.0;1.0;1.7;1.5;0.7;7.3;4073532925.5547676
Jakarta Barat;Cengkareng;Duri Kosambi;Jl. Duri Kosambi II;6750000.0;102.0;5.7;3.7;1.1;3.4;0.8;0.2;2.4;887871552.3698026
Jakarta Barat;Cengkareng;Duri Kosambi;Jl. Duri Kosambi III;22102000.0;74.0;7.3;2.3;1.3;1.2;1.0;0.8;4.7;2099713854.7293246
Jakarta Barat;Cengkareng;Duri Kosambi;Jl. Duri Kosambi IV;20959000.0;81.0;10.3;2.2;2.0;2.3;3.2;0.1;7.3;2085432308.6266925
Jakarta Barat;Cengkareng;Duri Kosambi;Jl. Duri Kosambi Barat;14020000.0;148.0;12.0;1.4;1.5;1.9;4.4;0.1;6.5;2601334445.8841286
Jakarta Barat;Cengkareng;Duri Kosambi;Jl. Duri Kosambi Timur;17187000.0;241.0;12.7;1.7;1.3;1.3;0.6;0.9;1.1;5698526412.422694
Jakarta Barat;Cengkareng;Duri Kosambi;Jl. Duri Kosambi Selatan;19966000.0;224.0;7.5;1.2;0.4;0.6;2.7;1.3;5.5;5977891052.313829
Jakarta Barat;Cengkareng;Duri Kosambi;Jl. Duri Kosambi Utara;16357000.0;242.0;8.3;2.5;0.2;1.6;4.2;1.1;3.5;5149742368.518026
Jakarta Barat;Cengkareng;Kedaung Kali Angke;Jl. Kedaung Kali Angke Utama;20239000.0;93.0;8.9;2.3;0.4;3.5;2.1;1.0;2.8;2404523162.2643814
Jakarta Barat;Cengkareng;Kedaung Kali Angke;Jl. Kedaung Kali Angke Raya;18668000.0;167.0;5.7;1.6;1.3;0.9;4.9;1.3;4.3;4026524024.0151415
Jakarta Barat;Cengkareng;Kedaung Kali Angke;Jl. Kedaung Kali Angke I;17252000.0;97.0;12.8;3.2;1.7;0.9;1.9;1.1;2.5;2176627538.082694
Jakarta Barat;Cengkareng;Kedaung Kali Angke;Jl. Kedaung Kali Angke II;20824000.0;124.0;11.0;3.3;0.4;3.4;2.5;0.8;2.5;3297458422.2557797
Jakarta Barat;Cengkareng;Kedaung Kali Angke;Jl. Kedaung Kali Angke III;21918000.0;161.0;9.9;1.5;0.3;0.8;4.5;0.3;3.7;4762174418.259188
Jakarta Barat;Cengkareng;Kedaung Kali Angke;Jl. Kedaung Kali Angke IV;18178000.0;137.0;10.5;1.7;0.2;0.5;1.9;1.3;3.6;3405417107.759612
Jakarta Barat;Cengkareng;Kedaung Kali Angke;Jl. Kedaung Kali Angke Barat;6173000.0;114.0;9.8;0.8;1.3;0.9;2.4;0.2;7.5;919178962.0970126
Jakarta Barat;Cengkareng;Kedaung Kali Angke;Jl. Kedaung Kali Angke Timur;17652000.0;207.0;14.5;1.6;0.7;2.6;4.4;0.3;4.1;4626947023.217352
Jakarta Barat;Cengkareng;Kedaung Kali Angke;Jl. Kedaung Kali Angke Selatan;15424000.0;103.0;9.8;3.5;1.5;3.4;2.4;1.2;3.1;1951659302.664616
Jakarta Barat;Cengkareng;Kedaung Kali Angke;Jl. Kedaung Kali Angke Utara;7611000.0;230.0;9.5;3.7;0.6;1.3;3.4;0.7;3.5;2255910638.562108
Jakarta Barat;Cengkareng;Rawa Buaya;Jl. Rawa Buaya Utama;14721000.0;93.0;8.4;4.0;1.8;0.9;3.9;0.9;7.9;1701883395.1355917
Jakarta Barat;Cengkareng;Rawa Buaya;Jl. Rawa Buaya Raya;10024000.0;86.0;12.4;1.9;0.4;1.4;0.7;1.4;5.3;1116522297.389256
Jakarta Barat;Cengkareng;Rawa Buaya;Jl. Rawa Buaya I;9327000.0;167.0;5.8;2.3;0.5;3.9;2.1;0.8;6.3;1931482049.1047413
Jakarta Barat;Cengkareng;Rawa Buaya;Jl. Rawa Buaya II;22644000.0;140.0;5.8;2.7;0.9;3.6;3.3;1.1;4.2;3910417672.5637736
Jakarta Barat;Cengkareng;Rawa Buaya;Jl. Rawa Buaya III;19689000.0;186.0;14.2;1.2;1.5;2.7;3.8;0.6;6.4;4499901245.328927
Jakarta Barat;Cengkareng;Rawa Buaya;Jl. Rawa Buaya IV;19549000.0;166.0;14.6;3.8;1.1;1.1;3.9;0.7;1.9;4262820722.1007195
Jakarta Barat;Cengkareng;Rawa Buaya;Jl. Rawa Buaya Barat;6230000.0;122.0;8.6;2.3;1.0;3.2;1.1;0.2;5.7;949924732.1689649
Jakarta Barat;Cengkareng;Rawa Buaya;Jl. Rawa Buaya Timur;19764000.0;114.0;9.2;3.1;1.2;1.2;2.2;1.3;6.5;2814088911.351104
Jakarta Barat;Cengkareng;Rawa Buaya;Jl. Rawa Buaya Selatan;23620000.0;242.0;6.8;1.1;0.3;2.9;2.5;0.1;7.0;7360946648.028442
Jakarta Barat;Cengkareng;Rawa Buaya;Jl. Rawa Buaya Utara;13301000.0;217.0;12.9;3.1;1.8;0.7;1.1;0.4;1.9;3892128082.454419
Jakarta Barat;Cengkareng;Kapuk;Jl. Kapuk Utama;24651000.0;65.0;7.9;3.1;0.3;3.8;3.5;0.9;2.7;2041583563.655926
Jakarta Barat;Cengkareng;Kapuk;Jl. Kapuk Raya;6677000.0;95.0;12.5;0.6;1.0;0.6;0.8;1.5;3.4;863594243.611111
Jakarta Barat;Cengkareng;Kapuk;Jl. Kapuk I;7560000.0;89.0;5.9;3.1;0.4;1.9;3.2;1.4;1.4;901250058.1246167
Jakarta Barat;Cengkareng;Kapuk;Jl. Kapuk II;10214000.0;126.0;7.2;3.1;0.2;0.8;0.7;0.1;7.6;1727715204.866219
Jakarta Barat;Cengkareng;Kapuk;Jl. Kapuk III;13358000.0;193.0;14.2;2.3;0.7;4.0;3.8;0.4;4.2;3196816124.245962
Jakarta Barat;Cengkareng;Kapuk;Jl. Kapuk IV;13848000.0;89.0;9.9;1.1;0.2;0.7;1.6;1.4;1.5;1748587585.4760923
Jakarta Barat;Cengkareng;Kapuk;Jl. Kapuk Barat;12265000.0;213.0;6.9;3.1;1.0;0.8;3.5;1.4;6.0;3330333641.8756
Jakarta Barat;Cengkareng;Kapuk;Jl. Kapuk Timur;9835000.0;115.0;13.6;3.3;1.0;2.9;1.3;1.3;3.4;1406487140.231235
Jakarta Barat;Cengkareng;Kapuk;Jl. Kapuk Selatan;24811000.0;237.0;11.9;0.6;1.0;1.5;1.6;1.4;1.9;7905442843.909904
Jakarta Barat;Cengkareng;Kapuk;Jl. Kapuk Utara;23008000.0;182.0;14.7;0.8;0.1;3.7;2.4;1.5;3.3;5444923423.203008
Jakarta Barat;Kebon Jeruk;Sukabumi Selatan;Jl. Sukabumi Selatan Utama;22507000.0;130.0;8.5;1.4;2.0;1.2;3.6;1.4;7.8;3638274298.4867864
Jakarta Barat;Kebon Jeruk;Sukabumi Selatan;Jl. Sukabumi Selatan Raya;38708000.0;70.0;9.5;3.5;0.6;1.4;3.9;1.1;6.5;3393982600.0835414
Jakarta Barat;Kebon Jeruk;Sukabumi Selatan;Jl. Sukabumi Selatan I;13653000.0;196.0;7.0;0.9;0.9;0.6;2.9;0.3;3.7;3638435745.895426
Jakarta Barat;Kebon Jeruk;Sukabumi Selatan;Jl. Sukabumi Selatan II;24999000.0;219.0;7.5;2.7;0.7;2.8;3.5;1.0;3.1;6904231600.358894
Jakarta Barat;Kebon Jeruk;Sukabumi Selatan;Jl. Sukabumi Selatan III;38657000.0;153.0;8.5;1.2;1.8;2.5;4.8;0.7;1.1;7872026306.4935055
Jakarta Barat;Kebon Jeruk;Sukabumi Selatan;Jl. Sukabumi Selatan IV;18251000.0;171.0;5.3;0.6;1.0;2.2;4.9;1.4;4.5;3987667201.983094
Jakarta Barat;Kebon Jeruk;Sukabumi Selatan;Jl. Sukabumi Selatan Barat;40646000.0;249.0;10.9;2.1;0.8;0.8;1.6;1.2;6.6;13051152644.370014
Jakarta Barat;Kebon Jeruk;Sukabumi Selatan;Jl. Sukabumi Selatan Timur;10975000.0;186.0;10.2;1.2;0.9;3.0;1.7;1.3;4.0;2568319797.032786
Jakarta Barat;Kebon Jeruk;Sukabumi Selatan;Jl. Sukabumi Selatan Selatan;14459000.0;248.0;7.2;3.2;0.6;2.4;2.8;1.5;5.7;4435516250.511866
Jakarta Barat;Kebon Jeruk;Sukabumi Selatan;Jl. Sukabumi Selatan Utara;38780000.0;108.0;5.1;3.9;0.5;2.6;1.0;1.4;2.9;5381865946.347769
Jakarta Barat;Kebon Jeruk;Sukabumi Utara;Jl. Sukabumi Utara Utama;30740000.0;239.0;11.1;1.0;1.7;3.2;4.2;0.7;7.8;8939535468.670408
Jakarta Barat;Kebon Jeruk;Sukabumi Utara;Jl. Sukabumi Utara Raya;26258000.0;250.0;9.1;3.2;1.2;2.0;4.0;0.6;5.9;8085153347.132938
Jakarta Barat;Kebon Jeruk;Sukabumi Utara;Jl. Sukabumi Utara I;30293000.0;173.0;9.6;3.1;1.3;1.3;1.4;0.3;3.4;6774735010.695528
Jakarta Barat;Kebon Jeruk;Sukabumi Utara;Jl. Sukabumi Utara II;12823000.0;188.0;14.9;0.7;0.3;3.7;4.0;0.8;6.6;3042966910.9649453
Jakarta Barat;Kebon Jeruk;Sukabumi Utara;Jl. Sukabumi Utara III;35776000.0;141.0;10.3;4.0;1.6;1.9;0.9;0.9;6.0;6217870827.332275
Jakarta Barat;Kebon Jeruk;Sukabumi Utara;Jl. Sukabumi Utara IV;36022000.0;194.0;11.1;1.3;1.0;2.3;2.1;0.8;1.3;9346353675.386055
Jakarta Barat;Kebon Jeruk;Sukabumi Utara;Jl. Sukabumi Utara Barat;10614000.0;181.0;7.5;1.4;0.2;3.0;2.7;0.3;5.6;2470122882.2283125
Jakarta Barat;Kebon Jeruk;Sukabumi Utara;Jl. Sukabumi Utara Timur;43275000.0;108.0;5.2;0.9;1.3;2.1;0.8;1.3;8.0;5901513610.677357
Jakarta Barat;Kebon Jeruk;Sukabumi Utara;Jl. Sukabumi Utara Selatan;44256000.0;85.0;11.8;3.3;0.6;3.6;3.2;0.8;4.5;4634249994.907367
Jakarta Barat;Kebon Jeruk;Sukabumi Utara;Jl. Sukabumi Utara Utara;40836000.0;216.0;13.8;1.5;1.5;2.6;1.2;0.7;6.2;10907591639.637295
Jakarta Barat;Kebon Jeruk;Kedoya Selatan;Jl. Kedoya Selatan Utama;34805000.0;72.0;10.0;4.0;0.9;3.4;3.9;1.4;6.2;3009132224.714383
Jakarta Barat;Kebon Jeruk;Kedoya Selatan;Jl. Kedoya Selatan Raya;41276000.0;190.0;11.6;0.5;0.8;3.6;3.4;1.4;1.2;10531469777.391605
Jakarta Barat;Kebon Jeruk;Kedoya Selatan;Jl. Kedoya Selatan I;44406000.0;244.0;5.6;1.6;0.4;3.2;1.5;0.1;7.0;13850688177.002998
Jakarta Barat;Kebon Jeruk;Kedoya Selatan;Jl. Kedoya Selatan II;38669000.0;196.0;13.5;2.0;1.6;2.8;4.7;1.0;7.6;9098658848.685867
Jakarta Barat;Kebon Jeruk;Kedoya Selatan;Jl. Kedoya Selatan III;44842000.0;109.0;9.6;4.0;1.9;2.2;1.5;0.8;6.8;5931996740.781757
Jakarta Barat;Kebon Jeruk;Kedoya Selatan;Jl. Kedoya Selatan IV;26905000.0;60.0;9.8;1.2;0.3;1.4;2.7;0.6;6.9;2096415916.2942219
Jakarta Barat;Kebon Jeruk;Kedoya Selatan;Jl. Kedoya Selatan Barat;40660000.0;228.0;6.5;3.9;1.0;1.6;3.5;0.8;7.2;11478616653.87806
Jakarta Barat;Kebon Jeruk;Kedoya Selatan;Jl. Kedoya Selatan Timur;38928000.0;139.0;5.6;3.5;0.6;3.6;2.1;1.4;3.1;6797237953.967221
Jakarta Barat;Kebon Jeruk;Kedoya Selatan;Jl. Kedoya Selatan Selatan;34556000.0;187.0;7.8;1.2;0.4;1.4;4.6;1.3;3.7;8449251018.7275715
Jakarta Barat;Kebon Jeruk;Kedoya Selatan;Jl. Kedoya Selatan Utara;29093000.0;217.0;5.7;2.6;1.9;1.3;4.1;1.2;4.1;7942711763.685166
Jakarta Barat;Kebon Jeruk;Kedoya Utara;Jl. Kedoya Utara Utama;16424000.0;76.0;6.5;1.2;0.6;0.9;0.8;0.9;7.3;1646208319.7086713
Jakarta Barat;Kebon Jeruk;Kedoya Utara;Jl. Kedoya Utara Raya;34778000.0;183.0;9.7;2.2;1.4;3.5;2.9;0.2;7.0;7762356920.72099
Jakarta Barat;Kebon Jeruk;Kedoya Utara;Jl. Kedoya Utara I;37775000.0;213.0;12.7;3.7;0.6;2.4;0.6;1.3;7.7;9960606603.01
Jakarta Barat;Kebon Jeruk;Kedoya Utara;Jl. Kedoya Utara II;37272000.0;142.0;11.6;3.3;0.1;1.5;1.9;0.9;1.7;7184492954.610658
Jakarta Barat;Kebon Jeruk;Kedoya Utara;Jl. Kedoya Utara III;24019000.0;249.0;10.6;0.8;1.5;1.9;0.8;0.5;5.0;7685634937.46259
Jakarta Barat;Kebon Jeruk;Kedoya Utara;Jl. Kedoya Utara IV;28968000.0;216.0;7.9;0.5;1.3;3.3;0.9;0.8;7.2;7883891562.939508
Jakarta Barat;Kebon Jeruk;Kedoya Utara;Jl. Kedoya Utara Barat;13160000.0;153.0;10.4;2.6;0.5;2.8;3.4;0.6;2.2;2603540470.739786
Jakarta Barat;Kebon Jeruk;Kedoya Utara;Jl. Kedoya Utara Timur;17028000.0;106.0;12.3;2.2;0.1;2.8;3.8;1.1;5.5;2280217496.330883
Jakarta Barat;Kebon Jeruk;Kedoya Utara;Jl. Kedoya Utara Selatan;33495000.0;145.0;5.2;0.7;1.8;1.2;1.6;0.8;1.8;6599527102.187028
Jakarta Barat;Kebon Jeruk;Kedoya Utara;Jl. Kedoya Utara Utara;28246000.0;189.0;11.2;1.0;0.4;1.9;0.9;0.5;7.6;6907239844.094248
Jakarta Barat;Kebon Jeruk;Kebon Jeruk;Jl. Kebon Jeruk Utama;33814000.0;234.0;7.7;2.5;0.2;3.3;4.7;0.4;3.6;10136728467.223671
Jakarta Barat;Kebon Jeruk;Kebon Jeruk;Jl. Kebon Jeruk Raya;28859000.0;246.0;6.5;1.9;0.5;3.8;4.1;1.1;3.1;8980524899.780443
Jakarta Barat;Kebon Jeruk;Kebon Jeruk;Jl. Kebon Jeruk I;34183000.0;131.0;10.7;0.6;0.7;3.9;4.7;1.3;5.5;5589184493.052918
Jakarta Barat;Kebon Jeruk;Kebon Jeruk;Jl. Kebon Jeruk II;41124000.0;238.0;6.5;3.3;1.5;0.8;1.8;0.8;6.8;12467802581.729279
Jakarta Barat;Kebon Jeruk;Kebon Jeruk;Jl. Kebon Jeruk III;30732000.0;155.0;7.9;1.2;1.0;3.5;1.3;1.1;7.5;5875251514.643203
Jakarta Barat;Kebon Jeruk;Kebon Jeruk;Jl. Kebon Jeruk IV;14283000.0;90.0;8.1;2.4;1.9;2.1;0.9;1.2;3.8;1609793301.4551694
Jakarta Barat;Kebon Jeruk;Kebon Jeruk;Jl. Kebon Jeruk Barat;13189000.0;92.0;9.6;1.8;1.4;2.3;2.4;0.5;5.3;1509529832.8431375
Jakarta Barat;Kebon Jeruk;Kebon Jeruk;Jl. Kebon Jeruk Timur;21862000.0;189.0;6.5;1.9;0.9;2.0;4.6;0.1;6.1;5230191132.738801
Jakarta Barat;Kebon Jeruk;Kebon Jeruk;Jl. Kebon Jeruk Selatan;25906000.0;89.0;11.0;3.5;0.8;1.6;4.4;0.3;3.3;2954162739.2969646
Jakarta Barat;Kebon Jeruk;Kebon Jeruk;Jl. Kebon Jeruk Utara;34066000.0;155.0;9.6;2.1;0.1;3.8;3.5;0.2;5.6;6724282148.358586
Jakarta Barat;Kebon Jeruk;Kelapa Dua;Jl. Kelapa Dua Utama;25576000.0;167.0;13.4;2.8;0.3;3.0;4.7;1.0;3.8;5368775083.898322
Jakarta Barat;Kebon Jeruk;Kelapa Dua;Jl. Kelapa Dua Raya;10885000.0;128.0;11.7;3.2;1.4;2.2;2.5;0.7;1.2;1834370593.5371814
Jakarta Barat;Kebon Jeruk;Kelapa Dua;Jl. Kelapa Dua I;20121000.0;74.0;9.2;0.5;0.8;0.5;4.7;1.4;6.0;1993541938.5610766
Jakarta Barat;Kebon Jeruk;Kelapa Dua;Jl. Kelapa Dua II;25405000.0;184.0;11.4;3.4;1.3;1.8;4.3;0.2;2.2;6036005099.976571
Jakarta Barat;Kebon Jeruk;Kelapa Dua;Jl. Kelapa Dua III;21378000.0;178.0;6.8;0.7;0.7;2.3;1.2;1.1;2.4;5052393882.352941
Jakarta Barat;Kebon Jeruk;Kelapa Dua;Jl. Kelapa Dua IV;13518000.0;227.0;11.6;3.4;0.7;3.6;3.7;0.7;7.1;3715250154.587514
Jakarta Barat;Kebon Jeruk;Kelapa Dua;Jl. Kelapa Dua Barat;24792000.0;198.0;14.6;3.0;0.6;0.8;1.7;0.2;3.8;6519622427.397261
Jakarta Barat;Kebon Jeruk;Kelapa Dua;Jl. Kelapa Dua Timur;37672000.0;235.0;11.6;1.8;0.3;1.5;3.2;1.4;4.0;11455644374.396868
Jakarta Barat;Kebon Jeruk;Kelapa Dua;Jl. Kelapa Dua Selatan;35539000.0;66.0;6.1;3.4;1.2;2.1;3.9;0.3;4.0;2950162140.812408
Jakarta Barat;Kebon Jeruk;Kelapa Dua;Jl. Kelapa Dua Utara;30142000.0;197.0;14.5;2.0;0.6;1.5;2.1;0.6;6.3;7548381096.954926
Jakarta Barat;Kebon Jeruk;Duri Kepa;Jl. Duri Kepa Utama;29253000.0;189.0;7.1;1.4;1.9;1.6;4.7;0.8;2.4;7142910953.279901
Jakarta Barat;Kebon Jeruk;Duri Kepa;Jl. Duri Kepa Raya;19468000.0;180.0;15.0;1.7;1.4;0.7;1.3;1.0;7.7;4500282788.58218
Jakarta Barat;Kebon Jeruk;Duri Kepa;Jl. Duri Kepa I;15142000.0;172.0;8.3;3.7;0.2;2.5;2.2;0.9;5.1;3294393465.8238635
Jakarta Barat;Kebon Jeruk;Duri Kepa;Jl. Duri Kepa II;23574000.0;176.0;5.9;3.4;0.7;2.9;1.3;1.1;1.4;5478083597.137875
Jakarta Barat;Kebon Jeruk;Duri Kepa;Jl. Duri Kepa III;37068000.0;247.0;5.9;3.8;1.1;3.5;5.0;0.9;1.3;11856113846.301365
Jakarta Barat;Kebon Jeruk;Duri Kepa;Jl. Duri Kepa IV;32929000.0;124.0;8.2;1.7;1.1;1.6;1.3;0.8;5.7;5177767372.601802
Jakarta Barat;Kebon Jeruk;Duri Kepa;Jl. Duri Kepa Barat;21857000.0;161.0;6.1;3.7;0.6;1.8;1.0;0.3;3.2;4597503755.335582
Jakarta Barat;Kebon Jeruk;Duri Kepa;Jl. Duri Kepa Timur;27323000.0;196.0;12.7;3.2;1.4;0.8;4.0;0.2;1.6;7237766235.595936
Jakarta Barat;Kebon Jeruk;Duri Kepa;Jl. Duri Kepa Selatan;13451000.0;100.0;6.3;3.1;0.3;2.9;2.9;0.9;7.1;1674167587.4071252
Jakarta Barat;Kebon Jeruk;Duri Kepa;Jl. Duri Kepa Utara;36615000.0;94.0;12.5;2.6;0.2;2.7;4.4;0.7;1.6;4568041837.187503
Jakarta Barat;Kalideres;Kalideres;Jl. Kalideres Utama;17457000.0;182.0;13.2;1.7;2.0;1.6;2.7;0.6;7.7;3920999606.5328264
Jakarta Barat;Kalideres;Kalideres;Jl. Kalideres Raya;18854000.0;241.0;13.9;3.4;0.9;0.6;3.5;0.2;3.5;6029630003.504564
Jakarta Barat;Kalideres;Kalideres;Jl. Kalideres I;15745000.0;178.0;14.2;2.4;1.3;1.9;3.1;1.3;2.1;3586237250.65489
Jakarta Barat;Kalideres;Kalideres;Jl. Kalideres II;21366000.0;182.0;9.9;1.8;1.5;2.3;4.2;1.4;4.5;4788497202.727272
Jakarta Barat;Kalideres;Kalideres;Jl. Kalideres III;21398000.0;65.0;5.7;1.0;0.3;3.8;3.6;0.8;2.8;1813316601.0043225
Jakarta Barat;Kalideres;Kalideres;Jl. Kalideres IV;17490000.0;239.0;5.3;1.8;0.7;1.0;3.7;0.7;3.5;5518257133.47041
Jakarta Barat;Kalideres;Kalideres;Jl. Kalideres Barat;11211000.0;113.0;8.6;2.2;1.2;0.9;1.4;0.2;7.3;1637065437.2963505
Jakarta Barat;Kalideres;Kalideres;Jl. Kalideres Timur;11383000.0;121.0;8.2;1.6;2.0;3.6;3.3;1.1;4.5;1676847805.4485428
Jakarta Barat;Kalideres;Kalideres;Jl. Kalideres Selatan;6568000.0;102.0;5.6;1.8;0.7;1.8;1.8;0.6;7.7;849085884.2364532
Jakarta Barat;Kalideres;Kalideres;Jl. Kalideres Utara;8638000.0;79.0;11.2;0.9;1.8;3.1;4.5;0.8;6.9;833143437.832432
Jakarta Barat;Kalideres;Semanan;Jl. Semanan Utama;13769000.0;231.0;5.5;3.2;1.4;2.4;1.6;0.5;1.4;4198588646.38009
Jakarta Barat;Kalideres;Semanan;Jl. Semanan Raya;21960000.0;178.0;8.7;1.4;0.3;2.6;1.7;0.7;5.9;4991827761.933514
Jakarta Barat;Kalideres;Semanan;Jl. Semanan I;20724000.0;250.0;11.8;3.6;1.2;2.2;2.8;1.0;6.0;6316588624.218061
Jakarta Barat;Kalideres;Semanan;Jl. Semanan II;12923000.0;93.0;7.6;0.9;2.0;3.9;0.8;0.9;3.9;1508617046.688149
Jakarta Barat;Kalideres;Semanan;Jl. Semanan III;14361000.0;181.0;14.7;3.0;1.3;1.0;2.6;0.3;2.9;3390981962.795486
Jakarta Barat;Kalideres;Semanan;Jl. Semanan IV;9359000.0;82.0;12.4;2.7;0.7;2.7;4.4;0.2;7.9;945946317.9663951
Jakarta Barat;Kalideres;Semanan;Jl. Semanan Barat;6982000.0;228.0;13.1;0.5;1.7;0.6;4.6;0.8;3.3;2137615591.0778034
Jakarta Barat;Kalideres;Semanan;Jl. Semanan Timur;9665000.0;106.0;5.2;3.1;0.8;2.9;1.5;0.8;6.5;1268560807.1294558
